title,description,genre
At the Drop of a Hat,"When one of their customers is accused of killing her boss, London hat-shop owners Scarlett Parker and Vivian Tremont must find the real murderer. Includes a 16-page teaser for Dark Chocolate Desire. By the New York Times best-selling author of Death of a Mad Hatter. Original.",mystery
Wreath of Honesty,"Investigating the murder of Hugh Jeffries, Detective Chief Superintendent Henry Bassett encounters an excess of people eager to tell the truth, but he is most enlightened by what they leave unsaid",mystery
The Anodyne Necklace,"Superintendent Richard Jury's investigation into the seemingly unrelated crimes of a London mugging and murder in the town of Littlebourne takes him to the local pub, the Anodyne Necklace, which is inhabited by a variety of colorful village characters. Reprint.",mystery
The Coldest Blood,"A man lies hidden in an abandoned boat. Stifling screams, he draws a knife across his arm, letting the blood flow free. Soon he'll be dead - and life can begin again. Three decades later Declan McIlroy, a 39-year-old loner, is found frozen to death in his flat as Arctic temperatures grip the cathedral city of Ely. His is not the only cold death that winter, but nevertheless reporter Philip Dryden has worrying doubts - for it seems Declan may not have been alone as he slowly froze to death . . . Dryden's suspicions harden when days later he finds the body of Declan's best friend Joe - frozen within a shell of ice on the doorstep of his secluded Fenland farmhouse. Soon Dryden is picking his way along a disturbing trail of cruelty and betrayal to a brilliantly executed crime. And to a chilling, half-remembered mystery from his own childhood . . .",mystery
Found Missing,"Found Missing: A True Story of Domestic Violence, Murder and Eternity conveys a glimpse into the harsh realities of domestic violence, an epidemic that is on the rise in number and intensity. Linda relives her nine years of almost daily violence at the hands of her drug dealing husband. He committed to change and left to make his final drug deal. He then went missing and for ten years after, Linda was the main suspect. Her book is a true to life murder mystery with heartrending and touching experiences.",mystery
Scooby Doo,"Scooby-Doo and his friends get to the bottom of a variety of eerie mysteries, from a poltergeist at a mental hospital to an appearance by the Wild Hunt of the ancient Druids to a giant ghostly shoe.",mystery
The Feng Shui Detective,"A Singapore feng shui consultant who specializes in analyzing crime scenes, Mr. C. F. Wong follows a mystery involving an enigmatic young woman and a deadly psychic reading on a case that leads him to Sydney, Australia, and its Opera House, a building renowned for its appalling feng shui.",mystery
Lethal Legacy,"When Kelly Warren claims her father's suicide was really murder, Detective Cole Taylor becomes embroiled in an investigation that reveals a startling secret. By the award-winning author of In Harm's Way. . (religious fiction). Simultaneous.",mystery
Double Deception,"Who poisoned billionaire playboy and notorious womanizer Theodore Van Brunt Ormsby? Liz Rooney, a feisty young woman with a passion for following sensational murder cases, believes the killer is one of Ormsby's many cast-off paramours. When the police arrest Ormsby's faithful old houseman, Judson, because he had the opportunity and was left a sizeable bequest in Ormsby's will, Liz is outraged and determined to do her own investigation to help Judson.",mystery
Sofie Metropolis,"Struggling to find her place in working-class Queens, Greek-American private investigator Sophie Metropolis takes on as her first assignments the cases of a missing dog, an elusive vampire, and an attractive bounty hunter. 50,000 first printing.",mystery
Artifacts of Death,"Deputy sheriff Manny Rivera investigates the murder of a ranch hand whose body was found in the remote canyon country near Moab, Utah.",mystery
Death on the River Walk,"Henrietta O'Dwyer Collins journeys to San Antonio, Texas, to search for a missing girl, only to become embroiled in a mysterious double homicide linked to the prestigious Tesoros art gallery and to a fortune in stolen gold. Reprint.",mystery
An Overdose of Death,"In an investigation that begins to point toward international intrigue and terrorism, Hercule Poirot searches for his dentist's murderer",mystery
The Mystery of the Mixed-up Zoo,The Boxcar Children try to find out who's responsible for causing some trouble at Edward Marlow's zoo.,mystery
Vicksburg,Private Detective Tony Boudreaux investigates the alleged accident of his friend's father and gets caught up in a plot to defraud the dead man's family of millions of dollars.,mystery
Death and Restoration,"Clever and witty art history-mystery featuring scholar and sleuth Jonathon Argyll, from the author of the bestselling masterpiece 'An Instance of the Fingerpost'.",mystery
Fatal Fraternity,"Someone is killing alumni of a fraternity --and homicide detective Dean Warren has no idea why. As he unravels the mystery of two murders, and more that follow, his search for a serial killer leads to a long list of suspects and several dead ends. Dean has always captured the killer quickly, so what is different this time? In the process of solving the mystery, he forges a friendship with Lydia James, the ex-wife of the first victim. It doesn't take long for him to be distracted from his quest. She is all he can think about. Their sons, Toby and Ethan, are best friends, so the four quickly become like a family unit, doing everything together. Dean knows he will capture the murderer eventually, but he wonders how to capture Lydia's heart. It will be no little feat. Her ex-husband's chronic infidelity has left mincemeat of her heart. Their sons want them to marry--to create a real family-- but first Lydia has to come to terms with her past. She has to forgive before she can love again. The Dean Warren mysteries will be a series of three or more novels.",mystery
Aunt Dimity and the Village Witch,""" Nancy Atherton's seventeenth cozy mystery featuring the beloved Aunt Dimity-the original paranormal detective. When Amelia Thistle moves to Finch, her new neighbors welcome her with open arms-and inquiring minds. Among them is Lori Shepherd, who isn't fooled by Amelia's unassuming persona. Amelia is, in fact, a world-famous artist with a rabid and eager-to-stalk fan base. In order to keep peace in Finch, Lori must help Amelia conceal her identity. Amelia, meanwhile, sets about working on the riddle that brought her to town in the first place. A fragment of a family diary hints that one of Amelia's ancestors might have been Mistress Meg, the Mad Witch of Finch. Following the clue, Lori hunts through Finch's darkest and most secret corners, all the while dodging nosy neighbors and Amelia's frantic fans. With Aunt Dimity's otherworldly help, Lori inches closer to the true story of Mistress Meg-and Amelia. Returning to the charming world of Finch, Nancy Atherton's latest novel is sure to delight faithful Aunt Dimity readers, Anglophiles, and cozy mystery fans. ""--",mystery
The Athenian Murders,"In a dual story set in ancient Greece and modern times, the idealistic Diagoras teams up with Heracles Pontor to solve the murders of young Pluto's Academy students, and the present-day translator of the ancient text pursues what he believes to be a hidden meaning in the words of the writer. 20,000 first printing.",mystery
The Bone Orchard,"""I've never been more fascinated by any book"" --Loren D. Estleman ""A compelling crime novel debut: The conclusion is chilling and true to life. Painting New York in dark and gloomy colors, Trigoboff creates a disturbing and involving tale.""--Publishers Weekly Set in contemporary New York City, this steamy, dark, whodunit was the first in the series of Detective Yablonsky mysteries. When two brutal murders are made to appear to be sex-drug-related crimes, Yablonsky doesn't buy it. The victims were male strippers who turn out to be connected in strange ways to many rich and influential men and women in the city, most notably high-level diplomats from Latin America. Yablonsky's precinct covers the U.N., and he's had more than enough experience to know that diplomatic immunity prevents the prosecution of embassy residents for crimes ranging all the way from parking violations to murders. Yablonsky is savvy, lonely, with a taste for gourmet meals. He works the murkier streets of New York with a genius belied by his easygoing manner. In THE BONE ORCHARD, he faces the wretched truth that there are some vile criminals who are untouchable, but though he can't get them behind bars, he can hurt them, all the same. The price of such justice is high: terrible things happen to the people he cares about most. Undeterred, Yablonsky continues to unveil nasty secrets until the case finally busts wide open.",mystery
Someone To Kill,"When his wife, an investigative reporter working on a story about Germany and possible Cold War secrets, and their young daughter are killed by a car bomb, John Pavlak finds himself the prime suspect and sets out to find those responsible.",mystery
"Photo, Snap, Shot","Old money and tradition are the hallmarks of the St. Louis prep school that Kiki's daughter Anya attends. But the elite academy is stamped with scandal when Anya find the body of a teacher in the elegant theater-- and may have seen the killer. Fearing Anya is in danger, Kiki sifts through the school's many shocking secrets to pin down the murderer.",mystery
Breadcrumbs and Bombs,"Twenty-eight year old Lucas Landry, a Sacramento, California native, is a counseling psychologist specializing in drug abuse treatment, yet couldn't save his own opioid-addicted father. His feelings about his father and his death get complicated when he discovers his father hid many secrets about their ancestry from Lucas and his brother. Lucas embarks on a journey to find answers: What secrets had his father hidden, who are the Landrys, and where did they come from? Are Lucas and his estranged brother destined to repeat their ancestors' mistakes? A hidden attic in Lucas's father's old Victorian house is a goldmine of memorabilia and clues from the past, clues which seem to lead to Nazi Germany and the former Sudetenland, breadcrumbs to other lives. Ten year old Christa Nagel is an ethnic German living in the Sudetenland near the Polish border in 1943 with her parents and five younger siblings. When her father is conscripted into the Wehrmacht, leaving Christa and family alone to fend for themselves, she is horrified and worried for him. After a while, though, she's not sure which is worse, fighting in the war or trying to keep their family together and safe. When the war ends, she and her family, as well as millions of other ethnic Germans face expulsion from their home, marched away into the unknown.Fifteen year old Ilse Seidel, a German girl living in a small Bavarian city, knows more about danger than anyone her age should know. She's survived bombings, lost loved ones, and witnessed Jewish friends being carted away from their homes. She wants nothing to do with the war or with soldiers. Her life takes a dramatic turn when she finds a wounded soldier in need of help.Lucas is determined to assemble these breadcrumbs, find out how their stories intertwine, and reveal his ancestry. Will what he learns make him feel better about himself and his family, or worse? Breadcrumbs and Bombs is about secrets, lies, prejudice, betrayal, guilt, love, genealogy, and what it means to be a family.",mystery
A Treasure to Die For,"Bandit gold and sunken pirate ships. What could be better for the reputation of a quaint coastal California town like Seaside Cove?Local eyebrows go up when eight friends come searching for a 16th Century Spanish galleon. After all, everybody knows there¿s no such thing as Spanish gold off this part of the California coast. The group¿s visit turns ugly when a killer strikes and leaves Seaside Cove Bed & Breakfast owner Rick Atwood with a trunkful of questions. Who murdered one of his guests? Will his precocious ten-year-old daughter stop interfering in his investigation? And can he squelch the latest town gossip? Which is, of course, can Rick and his daughter do what the cops can¿t and solve the crime?",mystery
Vengeance,"The painful past resurfaces for investigator Lew Fonesca when he agrees to check into the disappearance of a client's wife. 25,000 first printing.",mystery
Spirit Stones,"Nearly a decade in the making, award-winning author Dianne Ebertt Beeaff's transcending new book, Spirit Stones, explores the enduring lessons of Europe's prehistoric monoliths, stone circles and burial chambers. Beeaff's fastidious research, first-hand accounts and prevailing love of history capture not only the architectural essence of these archeological treasures, but also their spiritual strength. Uniting civilization throughout the ages, the stone relics being rediscovered throughout Western Europe speak not only of our Neolithic and Bronze Age past, but also of contemporary humanity. The lessons of these ancient stones can help our present-day society unearth and cultivate its own spiritual potential…with reverence, celebration and hope.",mystery
The Signorina and Other Stories,"In the futuristic ""The Women Are Dying,"" men acquire a new evolutionary ability; women, lacking that ability, are consigned to the status of an inferior race. ""Joveta of Betania,"" set in the time of the Crusades, follows the daughter of King Baldwin II of Jerusalem as she escapes to a life of seclusion as an abbess - a life that becomes for her a source of proud freedom and deep bitterness.",mystery
Absolute Intolerance,"Homophobia turns deadly when a serial killer strikes in this hot new release in legal thrillers Lawyer Brent Marks advocates a case for a gay couple's marriage. After victory, the couple is found in their home brutally murdered, serial killer style. Can Brent bring himself to defend the only suspect in the case? Where ethics and tolerance collide, Brent must solve the murders to form a viable defense. Critical Praise ""Kenneth Eade is one of our strongest thriller writers on the scene and the fact that he draws his stories from the contemporary philosophical landscape is very much to his credit."" Grady Harp, Amazon Hall of Fame, Top 100 and Vine Voice ""Absolute Intolerance is packed with delightful twists and turns, but its real surprise lies in an unexpected conclusion that neatly sums up events without a predictable path being taken. This makes for a gem of a read for courtroom drama and mystery fans used to the clues adding up to one direction. Without spilling beans, suffice it to say that Absolute Intolerance remains thought-provoking from start to finish, and is a winning story fueled by issues of religious and gay civil freedoms alike."" Midwest Book Review Scroll up and order your copy of Absolute Intolerance now! PRE-ORDER SALES PRICE EXTENDED FOR ONE WEEK",mystery
Sherlock Holmes,"MOTHER'S MILK? What happens when the rules of boundaries and limitations do not govern our decisions? What happens when we do not receive the love, protection and guidance that we should have as children? Will we neglect our children also? What kind of people are we likely to become? Whether innocent or guilty, we must realize that all People (both good and bad, regardless of race, gender, economic status, or religious beliefs) have one commonality that makes them the same. All people began in the womb. Thus begins LaTesha Michelle's in-depth exploration of God's revelation to her of how the state of the world is directly related to the womb. In her new book, Mother's Milk, LaTesha Michelle plainly breaks down God's system for raising children, leaving no stone unturned from the pit to the pulpit, by combining Scripture along with practical instruction on how to be the mother/father and child God intends for you to be. Using real life illustrations she shows the benefits of raising children God's way as well as the consequences of not. As the world moves rapidly toward more increasingly shameful, and perilous times, it is imperative that we understand how we've come to this unfortunate state we're in, as well as learning how to be a part of the healing process one seed at a time. Mother's Milk is not just for mothers, but it is an absolute ""must-read"" for anyone who desires to know why they are who they are, good or bad, from the very beginning. Enlighten your knowledge, heighten your awareness and be transformed in your thinking, thus finding the true meaning of success. We must go back to the womb to go forward in life, and truly become born again!",mystery
The Case of the Food Fight,"Realizing that Joey Pignattano has been falsely accused of starting a food fight, Jigsaw Jones investigates to find the real culprit.",mystery
A Gem of a Problem,"As if losing Sam wasn't enough, now she must deal with what he has left behind. A package, containing something of great value, is missing after the sinking of the paddle-steamer Mary B and the Major is desperate for its return. If only Daniel wasn't blaming her for everything.",mystery
The School Skeleton,"At Green Lawn Elementary, the entire school becomes involved in a mystery when Mr. Bones, the skeleton in the nurse's office, disappears.",mystery
Confessor,Fantasy-roman.,mystery
The Pact,"This book provides an intimate view of the United States Information Agency's highly successful public diplomacy program during the Cold War and lessons on how it was done when communism, rather than terrorism, was America's chief concern. It is the story of a Louisiana farm boy whose encounter with Chinese culture during World War II started him on a career of ""telling America's story to the world."" The narrative begins as the writer accepts a State Department invitation to join in a ""Campaign of Truth"" to counter communist anti-American propaganda and relates his experiences as he interacts with audiences in Latin America, Europe and Asia. It also relates his experience with USIA in keeping a world public informed on the unfolding drama of America's conquest of outer space and landing on the moon. Throughout, the emphasis is on the personal aspects of how the writer copes with life and work in foreign cultures on behalf of his country. Reviewers have described it as ""heart warming,"" ""superbly readable,"" and ""one of the best books in its genre.""",mystery
Butter Safe Than Sorry,Mennonite innkeeper Magdalena Yoder springs into action after she and her son witness a bank robbery by armed bandits posing as Amish men in this Pennsylvania Dutch mystery from the author of Batter Off Dead. Original.,mystery
The Great Detective Race,"When a local radio station holds a detective contest, the Aldens enthusiastically sign up, but when some of the clues turn out to be fake, they have a real mystery on their hands.",mystery
The Amazing Mrs. Pollifax,When Emily Pollifax answered the phone that Sunday morning she quickly forgot about her Gaden Club tea in the afternoon. The last time she had heard the voice on the other end of the line it had sent her off on a journey that plunged her into a wild tangle of secret agents and high adventure. Now the man from the CIA was asking if she could leave immediately on a mission that would take her halfway across the world. What could Mrs. Pollifax say but yes?,mystery
A Catered Thanksgiving,"When the beautiful Thanksgiving turkey they prepared blows up in their client's face, sending Monty Field to the great dining room in the sky, sisters Bernie and Libby Simmons must convince the Field family that they are not responsible and whip up the real killer.",mystery
Live the Dream,"A story about the romance and tragedy of daily life in the town of Blackburn, Lancashire, England.",mystery
Ruins of War,"Winter 1945. Seven months after the Nazi defeat, Munich is in ruins. Investigator Mason Collins must enforce the law in a place where order has been obliterated. And his job just became much more dangerous. A killer is stalking the devastated city - one who has knowledge of human anatomy, enacts mysterious rituals with his prey and seems to pick victims at random. Relying on his wits and instincts, Mason must venture places where his own life is put at risk. What Mason doesn't know is that the killer he's chasing is stalking him, too.",mystery
The Garden of Words,"Two lonely souls meet under the shade of a garden gazebo during a downpour. They are both playing hooky, but in the case of Takao he is cutting school; while Yukari should be at work. While this encounter was random, it will not be their last, as their lives will become intertwined with the rain, beer, school and shoe cobbling. Words are not often necessary, but in this case just a few words can make a difference in the hearts of many.",mystery
The Sky Changed Forever,"Noor and Luke, unique teenagers from different cultures and religions, meet amid the turmoil of the Sept. 11 attacks. Set in Boulder, Colorado, this story shows how Luke finds out who is sending death threats to Noor.",mystery
Giotto's Hand,"Witty and clever art history-mystery featuring Jonathan Argyll, from the author of the bestselling masterpiece 'An Instance of the Fingerpost'.",mystery
Max,"""There's been so much happen to me, so many strange things. Terrible things. My mind is in a whorl, confused as to what I should relate first. Where to begin? I must describe my cell. After all, it has become my world. Strange, that I who once had the entire globe to choose from, am now confined within a twelve feet by twelve feet boundary."" So writes Philip Calder. He is being kept a prisoner, alone, on a remote Scottish island. His life is shrunk to the stifling confines of his small room, a courtyard surrounded by high walls, and the sterile company of two uniformed guards whom he ironically names Morcambe and Wise. He is only allowed a pen and paper to break the monotony. So he writes. He writes about how he came to be there, starting at the beginning, when Maxwell Stone first came into his world. He relates how his world was altered forever when Connie Stone and her ten year old son Max moved into the small mining town of Overthorpe. It's the 1960s, and Connie causes a stir amongst the locals, for wearing bright lipstick, short skirts, and, the worst of all, being a single mother. Calder is at once captivated by her. Philip becomes friends with her son, but it is a strange, volatile relationship. Max is unfathomable, unpredictable, often violent, and as they grow older both Philip and Max vie for one young woman's attention - Ruby. But it's Max's strange fascination with wanting to be Philip Calder, to have his life, his identity, that triggers a series of unpredictable events that will lead to Calder's imprisonment. Gavin Miller is a successful author. He is in possession of Calder's manuscript, having been handed it by the manager of a nursing home called Overton Hall. He knows he must destroy it, because in it is laid bare his own dark secret. In it lies the seeds of his own ruin and why he is irrevocably tied emotionally and physically to the enigmatic Mrs Randolf. But who exactly is Gavin Miller? Who is Mrs Randolf? What is the truth behind Philip Calder's bizarre imprisonment on a remote Scottish island? Max is a brooding novel that twists and turns through the decades to explore the dark workings of a troubled friendship, a diseased mind, and the jealousies and hatred that leads ultimately to madness, deceit and murder. Will you be able to determine what is real, what is not? The clues are all there, if you know how to read them. Guaranteed to keep you guessing to its shocking and unexpected end, Max is Daniel M. Mitchell's darkest exploration of the human psyche yet.",mystery
Off the Record,"After taking possession of an unusual deposition exhibit, Court Reporter Shae Rose finds herself embroiled in a forty-year-old case involving a wealthy prominent local family. When intrusions and personal attacks ensue, Shae realizes the horrible truth: someone is willing to do anything to keep the truth from being revealed.",mystery
Room 9,"Marie Terranova, a single mother working as the mayor's administrative assistant, finds herself in a dangerous trap when the deputy mayor's alleged suicide uncovers political corruption in the Big Apple",mystery
Mary Anne and the Secret in the Attic,"Mary Anne wants to learn about her mother, who died when Mary Anne was a baby, so she goes into the attic and searches through her father's box of photos and papers. There she finds a deep secret. . . .",mystery
Australia,"As an Earth inspector sent to find the real meaning of an Aboriginal legend, the reader travels back 200 years in time and is drawn into the conflicts between the white settlers and the native Australians.",mystery
The Invisible Polly McDoodle,"Twelve-year-old Polly wants to solve the mystery of the thefts at her apartment building by using her artistic skills, so her parents will take notice of her.",mystery
Flat Crazy,"When local citizens become convinced that a mythical creature is responsible for a murder, game warden John Marlin finds his quest for the truth complicated by tabloid reporters, a get-rich-quick scheme, and the arrival of a group of Chinese dwarves. By the author of Bone Dry. 17,500 first printing.",mystery
All Signs Point to Murder,"Schoolteacher Willi Gallagher becomes concerned when she overhears two students secretly discussing witchcraft and murder, a situation that becomes complicated by the death of one of the teens, and joins forces with her psychic neighbors and Sheriff Tucker to find a killer. Original.",mystery
The Stateroom Tryst,"A seasoned private detective.... a rich, sexy client keeping tabs on her husband.... a gambling ring, and a host of people following the husband..... Rick ""Clay"" Clayton is hired by an attractive, affluent woman who wants to learn the truth behind her husband's overnight ""business"" trips and spending binges. She suspects gambling, and Clay sets out to solve the mystery. When her husband is murdered among an entourage of people tailing him, Clay realizes this is no ordinary marital investigation. His tenacity leads him to uncover a dangerous alliance that takes even his hardened experience by surprise. About the Series: San Diego private detective Rick ""Clay"" Clayton goes to work for the Doubleday Detective Agency after 17 years with the Pinkertons. He has built a career working solo, solving crimes and bringing down organized crime rings. Untrusting of other private eyes and certain of the incompetence of police detectives, he moves through the dark underbelly of the city to ferret out his targets. Enlisting the computer skills of an unconventional friend, Clay tracks down clues and nails the guilty with uncanny precision.",mystery
The Tracking Heart,"A many-layered story of lost loves and covered-up crimes, set against the backdrop of the Pennsylvania woods. Park ranger Callie Major doesn't expect to encounter someone from her past when she comes across an illicit campsite, but the camp's resident is Newton Denman, Callie's one-time best friend. The two haven't seen each other since adolescence, but they reconnect as it becomes clear that Newton is actually hiding out in the woods. As the narrative moves between the two characters, more is revealed about why Newton is on the run--he's the primary suspect in a murder he had nothing to do with--and why Callie returned to the mountain where she lived as a young child.",mystery
Gin and Daggers,"After Marjorie Ainsworth is stabbed, Jessica sets out to unmask the killer. Her quest takes her to London--from the glitter of the Savoy to the grime of the dockside--and to an assortment of characters.",mystery
The Adventures of Violet and Dash: Friend Or Foe? (Disney/Pixar the Incredibles 2),"An exciting Chapter Book extension story based on characters from Disney/Pixar Incredibles 2--hitting theaters June 15, 2018! Incredibles 2 brings back everyone's favorite family of superheroes in an exciting, hilarious and heartfelt super-sequel. Written and directed by Brad Bird (The Iron Giant, The Incredibles, Mission Impossible: Ghost Protocol), this new chapter sees Mr. & Mrs. Incredible, Violet, Dash and Jack-Jack encounter a brand-new nemesis who puts their powers--and their family--to the ultimate test! Children ages 6 to 9 will love this fun-filled chapter book based on the Incredibles franchise.",mystery
Murder at the Museum of Natural History,"When the host of a longawaited archaeological exhibit is murdered on the exhibit's opening night at Manhattan's American Museum of Natural History, Bill Donovan must scour the museum's famous Hall of the Dinosaurs to find the killer. Reprint.",mystery
The Bermuda Triangle,"Since 1943 hundreds of plane and ships, and thousands of people, have disappeared in the ocean between Bermuda and the Florida coast, the Bermuda Triangle. Charles Berlitz set out to investigate and has spoken to numerous people who have escaped the terrifying forces of the Bermuda Triangle.",mystery
The Adventuress,"In Paris with her husband, Godfrey Norton, and her friend, Penelope, Victorian opera star and amateur sleuth Irene Adler becomes involved in the case of a corspe that has washed up on the shores of the Seine. Originally published as Good Morning, Irene. Reprint.",mystery
A Voice to Be Heard,"The story of two young women determined to live outside the confines of the Victorian Age and who have a lasting impact on the fledgling town of Melbourne. Florence is seduced by the son of her employer in Leicestershire. Thomas Luxford casts her aside, denying all responsibility for her coming child. Fleeing her former life, Florence's twins are born illegitimately in Bedford in 1819. Florence is alone and destitute with her infant daughters. Fortunately the twins' paternal grandfather seeks them out and saves them from the workhouse. Thanks to his benevolence, Joey and Maddy grow up in secluded gentility. However, their way of life changes with the onset of their mother's consumption and a trip to Brighton to effect a cure. At nineteen, the twins suffer a double tragedy, losing both their mother and their beloved grandfather. After time in London and on the advice of their solicitor, the girls flee the country to secure the inheritance left to them by their grandfather. They choose to make Australia their new home. The voyage via Rio de Janeiro is not without incident and Joey finds she cannot remain in Sydney with her sister. She travels on to Melbourne, determined to make her life in the young and brash settlement. Maddy joins her there. In the fledgling town where floods and constant mud threaten to overwhelm, the girls follow through with their plan for their future. Despite the sad plight of the aborigines, an economic depression, labour shortages and personal trauma, they ultimately win through. By 1847, Melbourne grows from a lawless frontier settlement into a burgeoning town, rich on the wealth of wool. The book follows the lives of these women as they struggle to earn their place in a man's world. The saga of early Melbourne unfolds through their tragedies and celebrations, two women destined to change the fabric of colonial society and make a lasting impact on the character of Australian life.",mystery
Secret Choices,"Secret Choices, a novel based on the life of the author, shows the personal costs of war, and follows a combat veteran through a different kind of battle. A battle every veteran must win if they are to reconcile the moral injury of combat and return home from their war.Tom Warden found the courage to face death in Vietnam. Now he must find the courage to face life. When the man he thought was his ally accuses him of murder, he has a choice. He can hide from the truth of what he has become in order to survive, or open his heart and be the point man of his own life.Tom is in his late thirties and still single. He grew up on a farm and had dreams of being a research scientist. A year of combat in South Vietnam has changed his past and rules his dreams.Sarah is strong-willed and independent. It is her way of surviving in an unsafe world. She has fallen in love with Tom Warden, and is learning that the love between them can be a blessing and a burden.Detective Roche looks like he was born wearing his brown leather jacket. If you ever met Roche you knew his eyes were the windows to your soul.Secret Choices finds the triumph and tragedy in man's primal nature, and shows the personal costs of war. It transforms PTSD, from a mental health issue, into the need for friends, family, community, and the nation, to heal the hearts their soldiers.",mystery
Murder Becomes Miami,Murder Becomes Miami is a mystery thriller set in South Florida. It smartly blends the elements of a detective thriller with fascinating details about the architecture of Miami and Miami Beach. The Lee Group must identify who killed a notorious football coach if they are to thwart an international conspiracy.,mystery
The Helium Murder,"Gloria Lamerino's life is in danger as she investigates the death of Congresswoman Margaret Hurley, who was killed by a hit-and-run driver just before she was to cast a critical vote regarding the government's helium reserves",mystery
The Magdalen Martyrs,"Struggling to remain sober and overcome a debt to a local thug, Jack Taylor accepts a job tracking down a woman who once befriended the thug's mother, an assignment that proves increasingly challenging and dangerous. By the author of The Killing of the Tinkers. 35,000 first printing.",mystery
Sebastian Darke,"Sebastian, Max and Cornelius are heading to the port of Ramalat to embark on a sea journey in search of the lost treasure of a pirate. But first, they must cross the mysterious forest of Geltane and survive an encounter with a powerful enchantress. And when they reach Ramalat, a breathtaking action awaits them. Will they discover the treasure?",mystery
Death on the Mississippi,"The irrepressible Mark Twain and his baffled new secretary, Wentworth Cabot, embark on a riverboat lecture series in the company of a New York cop and the killer the officer seeks. Reprint.",mystery
The Benghazi Affair,"Retired CIA case officer extraordinaire, Stone Waverly, suddenly finds himself leading a team of covert operators in treacherous revolutionary Benghazi during the Arab Spring--battling Gaddafi loyalists and purportedly allied jihadists to the end.",mystery
Hong Kong Heat,"In less than one class period, students can easily finish short pieces that include traditional tales and myths of the Americas and the Caribbean, famous heroes and infamous villains like King Arthur and Jesse James, and original stories of incredible feats - many based on real-life disasters such as the Titanic and Hurricane Andrew. Teaching support available.",mystery
Escape from Big Muddy,"Liz Austen becomes involved in the dangerous world of biker gangs, kidnapping, and international smuggling.",mystery
The Visitant,"Dr. Maureen Cole, an anthropologist, is called in to examine a mass grave discovered in New Mexico, but as she works to unravel the mystery of the shattered skulls of women and children found there, strange things begin to happen around her. Reprint.",mystery
"The Belles of Desire, Mississippi","What happened to Jeopardy Belle? Is she the lost soul that haunts Summerleigh? Jerica Poole had no idea how quickly life could change until hers is ripped apart at the seams. After a messy divorce and the tragic death of her daughter, she jumps at the chance to fulfill the last wish of her friend, Harper Belle Hayes. The troubled nurse makes the journey to Harper's hometown of Desire, Mississippi, and immediately finds herself swept up in a 75-year-old mystery: what happened to Jeopardy Belle? When she begins exploring the Belles' old homestead, Summerleigh, she discovers that some of the former tenants live on in ghostly form and would love nothing more than to add Jerica to their numbers. Small-town drama and a rich southern background add to the tension of this riveting, ghost-filled murder mystery. ˃˃˃ The Ghosts of Summerleigh The Belles of Desire, Mississippi The Ghost of Jeopardy Belle ˃˃˃ Read more supernatural suspense from M. L. Bullock... Sugar Hill series Wife of the Left Hand Fire on the Ramparts Blood by Candlelight The Starlight Ball ˃˃˃ And there's more! Seven Sisters series Seven Sisters Moonlight Falls on Seven Sisters Shadows Stir at Seven Sisters The Stars that Fell The Stars We Walked Upon The Sun Rises Over Seven Sisters Grab your copy of this haunting tale now or download a sample!",mystery
Alaskan Visions,"Opening with the kidnaping of an Alaskan cruise ship passenger by raven- and bear- masked figures in a Tlingit war canoe, the plot, set in the present, entwines the lives of a reclusive island dweller and a prostitute in a psychological thriller that includes Northwest Indian legends, Alaskan tall tales, colorful details of island living, social satire, humor, and suspense. Damaged by an abusive childhood, John Frazier, a half-blood Choctaw Indian in his thirties, lives by himself on a small island near Sitka, Alaska. A prostitute in a local hotel frequented by loggers and fisherman, Sally Baldwin grew up in the 1970s and 1980s in an isolated Alaskan mining camp where her drug-crazed visionary father hoped to unite Native American spirituality and Christianity in his Clan of the Dancing Bears. Years before the kidnaping, Sallys father had been reported lost in the wilderness. The double mysteries of the kidnaped cruise passenger and the disappearance of Sallys father are revealed as Sally and John work out their tumultuous relationship and John gets involved with militant Northwest Indians led by the 350-pound chief of the local Raven clan, Cecil Bell. A friend of Sallys lost father, Cecil, who wears a crown of crushed beer cans, expresses his anger at whites through his retelling of Northwest Indian legends. A diverse cast of local characters are woven into the story. The unfolding mysteries, and ongoing tensions between whites and Indians, receive a community hearing on the daily call-in radio program, Problem Corner. Announcements of garage and gun sales, bear stories, and community concerns on Problem Corner portray the life of a small Alaskan island community. Dr. Donna Pemberton, the kidnap victim, is found by Mark Buckmaster, a local guide and spinner of Alaskan tall tales, and Donnas investment banker husband, in the cave of the Clan of the Dancing Bears. Their adventures as they search for her add an interesting subplot to the tale. After a humourous attempt by the FBI to end three centuries of Indian militancy, Sally admits to John the truth about her fathers disappearance after his attempt to kill her in a demonic ritual involving bears. The conclusion reveals how the two mysteries are linked together.",mystery
The Case of the Graveyard Ghost and Other Mysteries,"A collection featuring The Case of the Graveyard Ghost, The Case of the Walkabout Clock, and The Case of the Getaway Gold. It is suitable for ages 6-9.",mystery
Kill the Shogun,"A wandering samurai heads for Edo, the new capital of Japan, to find the daughter of his lord--a girl who was captured and sold into child prostitution.",mystery
The Curse of the Cobra,"Malcolm, better known as Mallard, Westerman tangles with deadly cobras while trying to unravel the mystery surrounding a missing Egyptian amulet.",mystery
