title,description,genre
dragon's plunder,having been kidnapped by former pirates because of his ability to whistle up the wind fifteen year old jamie agrees to help their leader a living corpse find the dragon of windrose island ,science_fiction
the empire strikes out,the death star has been destroyed but the empire isn't going down so easily  they are rebuilding the space station and the emperor is madder than ever  but while darth vader deals with the return of darth maul it's up to heroes luke skywalker princess leia han solo and their friends to travel to naboo save the day and escape from     teenage fangirls  page 4 of cover ,science_fiction
nightmare academy,elijah and his sister elisha go undercover to investigate a mysterious school that is sheltering runaway teenagers for a sinister purpose ,science_fiction
unwanted visitors,the crew of emergency spaceship em 88 discovers that the mysterious object that they have been sent to investigate is a vehicle for a group of amorphous blobs fleeing from their galaxy ,science_fiction
hunt for the hydra,when you're a privateer running a starship is a family business   for tycho hashoone his twin sister yana and their older brother carlo the family business is far from easy   for starters they have to make a living however they can all while dodging pirates and earth's dreaded warships   then they have to please the jovian union an alliance of moons that provides the hashoones their letter of marque against earth's merchant fleet   but hardest of all the siblings have to impress their mother captain diocletia hashoone who keeps a log of how they perform on every test simulation and mission aboard their family starship the shadow comet   because while the three siblings might be crewers together only one of them will be chosen as the comet's next captain   talk about sibling rivalry part high seas adventure part space age epic the jupiter pirates is an unforgettable saga about a solar system on the brink of war and one family caught in the middle of it jacket flap a family of space privateers becomes embroiled in a solar system wide conspiracy all while the three siblings compete to determine who will become the next captain of the ship when their mother steps down  book  1,science_fiction
through the black hole,the reader's decisions control the course of an adventure in which two spaceships travel to investigate a black hole ,science_fiction
scan,tate archer outruns armed government officials as he tries to keep his now dead father's strange invention out of the wrong hands alien hands tate archer outruns armed government officials as he tries to keep his dead father's strange invention out of the wrong hands  the plot contains profanity and violence  the coauthor is sarah fine ,science_fiction
expiration day,it is the year 2049 and humanity is on the brink of extinction  tania deeley has always been told that she's a rarity: a human child in a world where most children are sophisticated androids manufactured by oxted corporation ,science_fiction
thieves from space,the reader may choose the direction of the plot as aliens from outer space arrive on earth purportedly to warn of a terrible disaster ,science_fiction
cosmic kidnappers,drawn into a computer and out again into an alien spaceship far away from earth the reader must figure out a way to get back home ,science_fiction
the invasion,jake an average suburban kid is confronted one night by a creature from space who teaches him how to morph into the forms of other creatures  this fantastic unpredictable edge of your seat series can best be described as an x files for kids plus a whole lot more jake rachel cassie tobias and marco are the animorphs five kids who can change into any animal they touch  the bottom of each page is animated with flip book images so as kids flip pages drawings of each character morph into animals ,science_fiction
valentine's exile,revered as a hero following the first major defeat of their kurian enemies by rebel forces david valentine now confronts a dangerous enemy at home when he is accused of abusing quisling prisoners the human pawns of the vampire aliens ,science_fiction
wizards of the galaxy,six junior space rangers try to find a way to defeat the wizards who rule the planet merlina and keep them from gaining control of other planets ,science_fiction
the message,cassie believes her strange dreams are just a side effect of having been given the alien power to morph into an animal but when she learns that tobias has been having the same dreams about the ocean they realize someone is issuing a call for help ,science_fiction
the visitor,rachel's friend melissa is acting very strange  could melissa be one of them  rachel plans to enter her friend's house as a cat to unlock the secret from within ,science_fiction
unleashed in space,john's prize winning essay gets him six days at space camp with wishbone who on the first day there imagines himself as the hero of jack williamson's novel the legion of space who is on a thirty first century outer space rescue mission ,science_fiction
"me, myself, and i",a sixteen year old progidy uses his mentor's invention to go into the past to exorcise his unreturned love for a beautiful girl and discovers a mystery involving another of the professor's inventions ,science_fiction
the ballantine teachers' guide to science fiction,in depth analysis and discussion of fifteen classic ballantine science fiction titles ,science_fiction
through eyes of wonder,discusses the relationship between science and science fiction with examples from literature ,science_fiction
lifeline,cadet kathryn janeway is determined to prove herself at starfleet academy  her tough commander etienne mallet demands perfection but kathryn's ready for the challenge ,science_fiction
h.i.v.e.,swept away to a hidden academy for training budding evil geniuses otto a brilliant orphan wing a sensitive warrior laura a shy computer specialist and shelby an infamous jewel thief plot to beat the odds and escape the prison known as h i v e ,science_fiction
no more mr. smart guy,tired of being a boy genius jimmy hooks himself up to his brain drain 8000 machine but his friends try to reverse the process when they see a meteor headed toward retroville ,science_fiction
the spaceship returns.,the spaceship was late and when it did land none of the right people were around ,science_fiction
race to the golden city,hitomi goes searching for a code that could be the key to defeating the robots to prove she should be let on the exo force team ,science_fiction
undivided,three teens band together in order to sway the government to repeal all rulings in support of a procedure in which unwanted teenagers are captured and are unwound into parts that can be reused for transplantation proactive citizenry the company that created cam from the parts of unwound teens has a plan: to mass produce rewound teens like cam for military purposes  and the company has been suppressing technology that could make unwinding completely unnecessary  as conner risa and lev uncover these startling secrets enraged teens begin to march on washington to demand justice and a better future  but starkey's group of storked teens is growing more powerful and militant with each new recruit  and if they have their way they'll burn the harvest camps to the ground and put every adult in them before a firing squad which could destroy any chance america has for a peaceful future ,science_fiction
makers,what happens to america when two geeks working from a garage invent easy 3d printing a cure for obesity and crowd sourced theme parks lawsuits against disney are only the beginning in this major novel of the booms busts and further booms in store for america in the age of open source and its hero/hacker culture ,science_fiction
grail, they are wary of sharing fortune particularly with genetically engineered humans  meanwhile a murder aboard jacob's ladder indicates that there are enemies among the crew ,science_fiction
the visitor from outer space,follows the adventures of ten year old barnaby brown and b b ,science_fiction
origin in death,when a cosmetic surgeon is killed in his office with tidy precision detective eve dallas must track down the cunning cold blooded killer who may be one of the doctor's beautiful female patients ,science_fiction
the amazing power of ashur fine,endowed with an extraordinary power by an ancient african elephant sixteen year old ashur fine finds himself relying on it as he tries to bring his aunt's mugger to justice ,science_fiction
raiders' ransom,in 22nd century great britain where climate change has caused vast flooding the piratical reavers kidnap the prime minister's daughter and thirteen year old lilly melkun an english fisher girl takes her seacat on a daring rescue attempt with a mysterious talking jewel from a past computer age tucked in her belt as ransom ,science_fiction
jelly and the spaceboat,jelly and rich find themselves headed down the sacramento river on an unusual houseboat with a crew from outer space ,science_fiction
titan a.e.,earth has been destroyed by the drej a race of aliens composed entirely of energy and the human race has scattered throughout the galaxy ,science_fiction
h. philip birdsong's esp.,on the day of his thirteenth birthday a boy discovers he has esp and that he can exchange extrasensory messages with his dog as well as other animals ,science_fiction
anakin/vader,based on all six of the star wars movies tells the story of anakin skywalker from his birth in slavery to his death as the powerful darth vader ,science_fiction
meteor men,on a summer night alden baylor sits in a field watching the largest meteor shower in human history  what begins as teenage adventure becomes something more  the celestial event brings travelers who will change the world completely and alden discovers a connection to one of them ,science_fiction
the littlest agent,left behind when the agents leave space city to defend a parallel world from queen misery and her commissars tiny fourth grader boo who has just completed her training has only her feline companion to help her protect their home world from devious enemies ,science_fiction
journey to the center of the earth,professor hardwigg his nephew harry and their guide hans explore a volcanic crater in iceland that leads them to the center of the earth and to incredible and horrifying discoveries ,science_fiction
star wars,eighteen year old kerra holt a jedi knight on her first mission is left deep in sith space without any support or resources and realizes how unprepared she is but will not abandon the jedi's mission to help the colony ,science_fiction
a race against time,kelly and her brother tim accompany their uncle an eccentric computer genius on a dangerous mission using an advanced virtual reality chamber where they must rely not only on logic but on their christian faith to survive ,science_fiction
science fiction and fantasy literature,volume 1:author indextitle indexseries indexawards indexace and belmont doubles index,science_fiction
tom swift and his electronic retroscope,enraged jaguars violent winds of hurricane force and a mysterious giant who roams the jungle around the mayan village in yucatan mexico where tom is encamped are only a few of the perils that the young inventor encounters during his thrilling expedition but even more feared by the young inventor is an unknown saboteur intent on destroying tom's two latest inventions  the electronic retroscope camera and his parachute plane designed for landing in small areas undaunted by the hazards that surround him and assisted by the friendly natives tom perseveres in his objectives  he tests his paraplane for landing maneuverability in densely grown jungle areas and uses his retroscope (magic to the natives ) to restore  photographically  ancient carvings and writing on old mayan relics  tom is astounded when he discovers that some of the carved symbols are similar to the mathematical symbols used by his mysterious friends in outer space to communicate with him is it possible tom wonders that beings from another planet actually landed in yucatan centuries ago what happens to tom and his friends as they seek the answer to this question in the dark depths of a buried temple will hold every reader in gripping suspense to the last line of this challenging adventure ,science_fiction
pursuit,three alien dupes are captured by the police  when the feds are brought on to the case they wonder why tess  michael  and isabel have changed so much since their last encounter ,science_fiction
the lake at the end of the world,in 2025 in the wake of global environmental devastation the members of one surviving family encounter a teenaged boy from a mysterious clandestine community ,science_fiction
pirate freedom,a young priest fresh out of seminary father christopher finds himself inexplicably swept back in time to the golden age of piracy where he finds himself caught up in the life of a buccaneer and trolling the waters of the caribbean in search of spanish gold ,science_fiction
skipping stones at the center of the earth,on a forgotten island at the center of the earth twelve year old cal cobble lives at an orphanage evading a bully avoiding all thought of the nearby prison and dreaming of finding his father until he meets the mysterious mr  e and everything changes ,science_fiction
the goodness gene,as son of the compassionate director of the dominion of the americas will along with his twin brother berk has been groomed for leadership in a society that values genetic fitness but he encounters information which causes him to question that society as well as his own identity ,science_fiction
the empire strikes back,the further adventures of luke skywalker and his friends in their continuing battle against darth vader and the evil side of the force ,science_fiction
the diversion,the yeerks finally realize that the andalite bandits are not aliens but humans  now tobias and the other animorphs must protect themselves ,science_fiction
beware the bohrok,after a long and difficult journey the toa have finally embraced their destiny   despite their differences they have joined together as a mighty force for good   but will their combined powers be enough to take on makuta's minions ,science_fiction
dark parties,sixteen year old neva born and raised under the electrified protectosphere that was built when civilization collapsed in violent warfare puts her friends family and life at risk when she tries to find out if their world is built on a complex series of lies and deceptions ,science_fiction
talis hunters,matterhorn is summoned 13 000 years into the past to the pacific northwest of america  his mission is to locate the band of justice another of the nine talis created by the maker and hidden on earth by the king of first realm ,science_fiction
charlie from yonder,when a little city boy reads about pets in his reader he wants one more than anything but has none until the night a space ship leaves its pet an animal made of light who stays with the boy until he can get home again ,science_fiction
gobots on earth,as the battle between the guardian and renegade gobots moves to earth each side establishes contact with a human ally ,science_fiction
inviso man,while searching for an invisible thief the crew of a spaceship from earth finds itself endangered on the planet of the giants ,science_fiction
endsville,zac has found his way out of tankworld but life will never be the same for him   strange creatures rule through the destruction and survivors battle over the remaining water supply  their only hope is unification ,science_fiction
the gathering,years after the supposed disappearance of the world's superhumans the secret identities of three newly endowed superheroes are mysteriously leaked to the press and the teenagers must take refuge at a hidden military installation that houses and trains other new superhumans ,science_fiction
the weakness,when jake has to leave town for a family thing the other animorphs and ax figure life will pretty much be normal until he gets back  but when tobias discovers visser three's newest feeding place the kids decide they have to check it out  but there's no assigned leader  who will be the best one for the job being in chare isn't just guts and glory  it's about making decisions that will mean the difference between life   and death ,science_fiction
the hermit thrush sings,after a natural disaster has all but destroyed the earth the orphaned and defective leora while searching for her sister defies the oppressive laws of the land and joins a band of rebels trying to overthrow the government ,science_fiction
target--earth,alone on a secluded lake the reader encounters alien construction workers at work on an anti gravity building site  the reader's choices determine the outcome of the plot ,science_fiction
"star wars, boba fett",when boba fett is left alone in a dangerous galaxy he must struggle for safety  and vengenece  using his strength his intelligence and his father's hard lessons ,science_fiction
the final warning,while on a mission to antarctica to save the world from global warming fourteen year old maximum ride and the other members of the flock a band of genetically modified children who can fly are pursued by their creator the uber director who wants to auction them off to the highest bidder ,science_fiction
the green book,pattie and her family are among the last refugees to flee a dying earth in an old spaceship  and when the group finally lands on the distant planet which is to be their new home it would seem that the four year journey has been a success  but as they begin to settle this shining world they discover that the colony is in serious jeopardy  with supplies dwindling pattie and her sister decide to take the one chance that might make life possible on shine ,science_fiction
the reality bug,in his ongoing battle to save earth and its parallel worlds from the demon saint dane fifteen year old bobby pendragon travels to veelox a world whose inhabitants have abandoned their real lives in favor of virtual reality ,science_fiction
isle of the dead,lief barda jasmine and deltora's last dragons are on another quest to save the kingdom's starving people  but the shadow lord has become aware of their quest ,science_fiction
"mary shelley, frankenstein's creator",a biography of the nineteenth century english writer who at the age of nineteen wrote the classic horror novel frankenstein ,science_fiction
earth times two.,a boy is transported to another planet very much like earth where the inhabitants closely resemble those he knows ,science_fiction
battle for earth,after evil decepticon robots take millions of people hostage in an attempt to conquer the earth the virtuous autobot robots come to the rescue ,science_fiction
dark wing,travis's illegal medical knowledge his experiences and his friendships enable him to help iron phedon a persecuted boy from another planet and also to help himself to what he really wants ,science_fiction
the alien probe,an alien probe found wrecked on one of jupiter's moons and containing insane intelligence is stole from a laboratory before its secret of stardrive is obtained ,science_fiction
the case of the semi-human beans,two boys' observation of some beans which seem almost human lead them into some near fatal adventures experiences with a spacecraft and unsettling interviews with air force investigators of ufo's ,science_fiction
the unknown,having learned that someone has discovered proof of alien life and hidden the proof on the top secret base called zone 91 cassie and the animorphs struggle to keep the evil yeerks away from the place ,science_fiction
lord of the stars,danny grew up alone on an alien planet guided by the telepathic thoughts of unseen zandro  finally he makes mental contact with humans on another world and learns he is being used in a plot to conquer the universe ,science_fiction
cyberia,in a future where electronic surveillance has taken the place of love a veterinarian is putting computer chips in animals to control them and those creatures choose young zane who understands their speech to release captives and bring them to a technology free safety zone ,science_fiction
the saddest little robot,on an asteroid at the end of the universe a curious drudgebot dares to question father screen and discovers that there is light and life beyond dome city ,science_fiction
the deadly hoax,when taken aboard the spaceship of creatures who announce a plan to save earth from human beings morgan and sid doubt the beings are from outer space and that their intentions are good ,science_fiction
trouble in space,teddy is glad to take a trip into space until he runs into trouble ,science_fiction
a memory of dragons,in a large corporation handling the research and development of military hardware a young man suffering from amnesia finds himself caught between two groups one that wants the west to secede before all its raw materials are exploited by the east and another that wants to preserve the union ,science_fiction
meteor shower messenger,sonic scatters the chaos emeralds to the far reaches of space to protect them from dark oak then must battle the metarex a robot monster that wants to destroy the earth ,science_fiction
ufo kidnap!,two boys from earth are kidnapped into a ufo flown to another planet and commanded to return something they don't have ,science_fiction
weather eye,in england in 1999 thirteen year old telly organizes her fellow climate observation club members to calm the planet's turbulent weather ,science_fiction
the shadow at evening,in the year 13851 on the planet farholme merral discovers evil beginning to encroach into his beloved countryside where for centuries it has been absent ,science_fiction
journey to terezor,during a devastating flood matt and his parents are transported to a mysterious planet inhabited by other misplaced earthlings and ruled by robots where matt teams up with two young geniuses in an effort to escape back to earth ,science_fiction
dr. gravity,after years of research in switzerland a slightly mad scientist returns to his quiet midwestern hometown determined to rescue it from what he considers to be the noxious effects of gravity ,science_fiction
"star trek, first contact",captain picard and the crew of the enterprise battle against the borg an alien race of half human half machine drones who want to control every species in the universe ,science_fiction
run for cover,in a terrifying new world four girls must depend on one another if they want to survive  just when things have gotten kind of normal for rosie she finds hersoef running for her life  again   only this time she's stuck with her roommates from school: louisa who can be okay sometimes maddie who cant' stop complaining and evelyn the girl with a million conspiracy theories   if she weren't so scared rosie would be totally annoyed   but one of evelyn's theories was right  the boarding school the girls were sent to belongs to the alliance the wrong side of the war   rosie has no choice but to run  and no one to rely on but her new friends  wheter she likes it or not ,science_fiction
universe ahead,an anthology of stories showing people learning to adjust to the changes knowledge and strange events the future may bring ,science_fiction
day of deliverance,to thwart their arch enemy pendlesharp and his misguided notion of changing history schoolboy jack christie and his friend angus travel back in time to foil a plot to assassinate elizabeth i meeting playwright christopher marlowe and a young actor named william shakespeare along the way ,science_fiction
air morph one: ready for takeoff,melvin and the science class take a tour of a new milk factory built on the banks of the elkhorn river in nebraska where he and a friend collect a sample of lagoon water which contains the deadly biological warfare agent anthrax ,science_fiction
too much magic,two brothers have a grand time wishing for all sorts of things with the help of a magic cube the younger brother finds in the playground ,science_fiction
warriors of the wasteland,finn ferral the huntsman and his bloodkin friend baer approach the wastelands in their relentless search for finn's foster sister jena captive of the slavers while they are pursued in turn by the malevolent claw ,science_fiction
war of the gobots,the battle between the guardian and the renegade gobots moves to earth when the renegades disrupt a space shuttle mission ,science_fiction
the space ship returns to the apple tree,eddie and his friend from the planet martinea visit many historic sites all over the united states in a new kind of space ship  grades 4 6 ,science_fiction
turnabout,after secretly receiving injections at the age of 100 that are meant to reverse the aging process melly and anny beth grow younger until as teenagers they try to find a guardian to take care of them as they return to infancy ,science_fiction
star split,in 3038 thirteen year old darci uncovers an underground movement to save the human race from genetic enhancement technology ,science_fiction
the computer that ate my brother,twelve year old harry is alarmed when his computer takes on a life of its own and zaps his obnoxious older brother ,science_fiction
elfangor's journey,the tale of elfangor sirinial shamtul an andalite war prince and the story of his beginnings ,science_fiction
futuredaze, amazon com ,science_fiction
the exposed,the animorphs must use a giant squid morph to rescue their android friends the chee who are stuck in a deep trench on the ocean floor and they have to get there before visser three does ,science_fiction
maximum ride iii,the time has come for max fang iggy nudge gasman and angel to face their ultimate enemy and despite many obstacles try to save the world from a sinister plan to re engineer a select population into a scientifically superior master race ,science_fiction
"hello, mars!",a boy travels from earth to mars to join his parents part of the first group of colonists to mars ,science_fiction
bunker 10,something is going terribly wrong at the top secret pinewood military installation and the teenage geniuses who study and work there are about to discover a horrible truth as they lead a small military force trying to retrieve data and escape before the compound self destructs ,science_fiction
timeriders,rescued from imminent death teens maddy liam and sal join forces in 2001 manhattan to correct changes in history made by other time travelers using a time bubble surrounding the attack on the twin towers to hide their journeys ,science_fiction
captain nemo,one of science fiction's bestselling luminaries channels the genius of jules verne to pen a rollicking novel that submerges readers back into nemo's watery world  return with him in the nautilus to the center of the earth 20 000 leagues under the sea and mysterious island  most readers know capain nemo only as the enigmatic protagonist of jules verne's classic novel 20 000 leagues under the sea  but what if nemo was a real man whose actual life was more fantastic and adventurous than all the fictions it inspired here is the epic tale of andre nemo the man behind the myth  the free spirited and inventive son of a french shipbuilder nemo goes to sea as a cabin boy faces marauding pirates and bloodthirsty sharks is marooned for years on a mysterious island battles prehistoric monsters long believed extinct journeys to the center of the earth balloons across africa escapes from arab slavers discovers the fabled city of timbuktu endures a plague of locusts survives the charge of the light brigade tends to the wounded with florence nightingale is pressed into service by the ruthless robert the conqueror and ultimately wages war on war itself as the captain of his greatest creation: the legendary underwater vessel known as the nautilus ,science_fiction
stowaways,jake and nog sneak aboard a shuttle piloted by dr  bashir only to find themselves having to rescue the doctor from a camp of ruthless bajoran assassins called the turnaways ,science_fiction
shadow in the north,in 1878 in london sally now twenty two and established in her own business and her companions frederick and jim try to solve the mystery surrounding the unexpected collapse of a shipping firm and its ties to a sinister corporation called north star ,mystery
the egypt game,a group of children entranced with the study of egypt play their own egypt game are visited by a secret oracle become involved in a murder and befriend the professor before they move on to new interests such as gypsies ,mystery
the ruby in the smoke,in nineteenth century london sixteen year old sally a recent orphan becomes involved in a deadly search for a mysterious ruby ,mystery
the westing game,the mysterious death of an eccentric millionaire brings together an unlikely assortment of heirs who must uncover the circumstances of his death before they can claim their inheritance ,mystery
the dollhouse murders,a dollhouse filled with a ghostly light in the middle of the night and dolls that have moved from where she last lef them lead amy and her retarded sister to unravel the mystery surrounding grisly murders that took place years ago  copyright page,mystery
marina,in may 1980 fifteen year old oscar drei suddenly vanishes from his boarding school in the old quarter of barcelona  for seven days and nights no one knows his whereabouts  it all began the previous autumn when while exploring the dilapidated grounds of what seemed to be an abandoned house filled with portraits he inadvertently stole a gold pocket watch  at 10 a m  a coach drives up to the cemetery and a woman with her face shrouded wearing gloves and holding a single rose is helped down from the coach and walks over to a nameless gravestone where she sets down the flower pauses for a moment and then returns to the coach  the gravestone bears no marking but the outline of a strange looking butterfly with open wings  thereupon begins their journey into the woman's past and that of the object of her devotion  it is a journey that takes them to the heights of a forgotten postwar barcelona society of now aged or departed aristocrats and actresses inventors and tycoons and into the depths of the city's mysterious underground of labyrinthine sewers corrupt policemen beggars' hovels and criminal depravity ,mystery
mr. cheeters is missing (nancy drew: girl detective graphic novels #6),when the eccentric blanche porter reports that her beloved mr  cheeters has vanished it isn't your standard missing persons case  as nancy drew soon discovers mr  cheeters is a pet chimp  or is he based on a preliminary investigation and information obtained from blanche's brother lawrence the river heights police dismiss the case as bogus  doubting that there ever was a mr  cheeters to begin with  but when nancy drew discovers there's a missing diamond necklace as well  she's on the case can nancy along with bess and george recover the great ape and the necklace or has blanche porter made a monkey out of nancy drew ages 8 to 12 ,mystery
gone-away lake,portia and her cousin julian discover adventure in a hidden colony of forgotten summer houses on the shores of a swampy lake ,mystery
melusine,a teenaged boy becomes embroiled in the mysterious life of a farm girl while on vacation in the south of france ,mystery
the house of dies drear.,a black family of five moves into an enormous house once used as a hiding place for runaway slaves  mysterious sounds and events as well as the discovery of secret passageways make the family believe they are in grave danger ,mystery
killing mr. griffin,a teenager casually suggests playing a cruel trick on the english teacher but did he intend it to end with murder ,mystery
the missing chums,a series of bizarre events in their home town lead the hardy boys on a trail of robbers and kidnappers ,mystery
who stole the wizard of oz?,becky and her brother use some ingenious clues to identify the person who stole five children's books from the town's library ,mystery
the spider sapphire mystery.,nancy drew's latest involvement in a mystery begins in her home town and concerns a synthetic sapphire with a spider embedded in it and the strange disappearance of ned nickerson ,mystery
the hidden staircase,teenage detective nancy drew uses her courage and powers of deduction to solve the mysterious happenings in an old stone mansion,mystery
on the edge,two young people discover unknown strengths inside themselves when one is kidnapped and the other tries to save him ,mystery
encyclopedia brown takes the case,leroy brown aka encyclopedia brown is idaville's ten year old star detective  with an uncanny knack for trivia he solves mysteries for the neighborhood kids through his own detective agency  but his dad also happens to be the chief of police and every night around the dinner table encyclopedia helps him solve his most baffling crimes  join encyclopedia brown as he solves ten of his most confounding mysteries including a case involving a seven foot tall boy the murder of a pet skunk some stolen false teeth and more  with the clues given in each case readers will have a chance to solve the mysteries themselves interactive and chock full of interesting bits of information  it's classic encyclopedia brown ,mystery
the vandemark mummy,when as the new classics professor at vandemark college their father is made responsible for a collection of ancient egyptian artifacts twelve year old phineas and his older sister althea try to find out why the collection is the target of thieves especially when the mummy disappears ,mystery
the stone idol,their search for an easter island idol takes the hardy boys to easter island and on to investigate the theft of government material in antarctica ,mystery
windcatcher,while learning to sail during a visit to his grandmother's at the connecticut shore eleven year old tony becomes excited about the rumors of sunken treasure in the area and starts following a couple who seem to be making a mysterious search for something ,mystery
died on a rainy sunday,called back to london on a special work assignment a young woman has persistent misgivings about leaving her house and children in the care of the strange couple hired by her husband ,mystery
encyclopedia brown lends a hand,a huge footprint in the soft earth   counterfeit money in a bird's nest   a threatening letter   an exploding toilet   a missing silver dollar   and a stolen newspaper clipping that could be valuable these are the only traces left at the scene of ten brain twisting crimes  but it's that encyclopedia brown boy super sleuth needs to solve them answers are in the back but can you solve the mysteries first ,mystery
vanishing act,eighth grade sports reporters susan carol and stevie reunite at the u s  open tennis championships where they investigate the mysterious disappearance of a top russian player ,mystery
marie curie,a biography of the chemist whose work with radium laid the foundation for much of today's scientific knowledge ,mystery
the rag and bone shop,trent an ace interrogator from vermont works to procure a confession from an introverted twelve year old accused of murdering his seven year old friend in monument massachusetts ,mystery
the mystery at lilac inn,teenage detective nancy drew finds herself in danger when she sets out to track a jewel thief,mystery
the golden goblet,a young egyptian boy struggles to reveal a hideous crime and reshape his own destiny ,mystery
freddy the detective,freddy the pig does some detective work in order to solve the mystery of a missing toy train ,mystery
the eleventh hour, the reader is invited to guess the thief ,mystery
mystery of smugglers cove,the art collector who suspects the hardy boys of stealing one of his valuable paintings offers them a chance to prove their innocence by hiring them to find the painting and the real culprits ,mystery
the apeman's secret,a monster who terrorizes bayport and a girl who runs away to join a cult are the subjects of the hardy boys' sleuthing ,mystery
the mummy case,called in to investigate the theft of some statuettes stolen from the eygptian museum in new york the hardy brothers become involved in a deepening mystery which includes the possible overthrow of another country's government ,mystery
encyclopedia brown and the case of the secret pitch,ten year old detective encyclopedia brown takes on ten new cases difficult mysteries which he solves by his astounding methods ,mystery
the thieves of ostia,in rome in the year 79 a d  a group of children from very different backgrounds work together to discover who beheaded a pet dog  and why ,mystery
alfred hitchcock and the three investigators in the mystery of the coughing dragon,when five dogs disappear from a seaside town and a dragon is sighted off shore the three investigators look into the situation ,mystery
coffin on a case,twelve year old henry coffin the son of a private investigator helps a gorgeous high school girl in her dangerous attempt to find her kidnapped mother ,mystery
the ghost children,matt's investigation of vandalism of life sized dolls belonging to the strange but well meaning aunt with whom he and his sister live takes him to the art world of los angeles ,mystery
pirate island adventure,three children vacationing on pirate island discover a long lost family treasure ,mystery
mysteries of sherlock holmes,he's clever  he's astounding  he solves mysteries better than any other detective in the world  he's none other than the famous sherlock holmes (back cover),mystery
mystery of crocodile island,a young detective's attempts to uncover a group of poachers on crocodile island in florida involve her with kidnapping reptiles enemy boats and a sinister racket ,mystery
kitty kitty,when seventeen year old jasmine callihan is whisked off for an extended visit to venice italy at the start of her senior year she tries her best to stay out of trouble but gets caught up in trying to solve a murder mystery ,mystery
the celebutantes,unless wealthy teenage triplets madison park and lexington hamilton solve the murder of a promising young sculptor during an ambassadors for the arts luncheon at the waldorf astoria hotel their dear friend coco mccaid may go to jail ,mystery
secret agent jack stalwart,about a secret agent how needs to go to mexico and stop the thief ,mystery
gilda joyce,when ninth grader gilda travels to an international piano competition in oxford england as page turner for her friend wendy choy she finds adventure investigating why wendy is being haunted and who is frightening the performers while enjoying a romance with a british boy and her first kiss ,mystery
new guys around the block,harlem teenager imamu jones repainting his mother's apartment hoping to help her overcome her alcoholism is troubled as he begins to suspect one of his friends may be guilty of a series of burglaries and other crimes ,mystery
detectives in togas,in an effort to save a boy wrongly accused a group of young friends living in ancient rome search for the culprit who scrawled graffiti on the temple wall ,mystery
scooby-doo! and you,the scooby gang get away on a scenic vacation to the beautiful forests of washington state  first stop a historic sawmill  but fun time turns to run time when they meet the ghastly ghost of a lumberjack who's been missing for over fifty years ,mystery
smile and say murder,nancy drew tries to find out who's spreading terror through the offices of flash the hottest new teen magazine in the country ,mystery
the court of the stone children,aided by the journal of a young woman who lived in nineteenth century france nina solves a murder mystery dormant since the time of napoleon ,mystery
tic-tac-terror,the two young detectives solve a mystery involving a top secret government agency and a world famous spy who wishes to defect to america ,mystery
the voodoo plot,while in new orleans during mardi gras the two young sleuths try to track down the perpetrators of a rash of burglaries ,mystery
track of the zombie,the hardy boys travel to vermont to investigate a mysterious fire and to help a circus owner who is plagued with accidents ,mystery
the london eye mystery,when ted and kat's cousin salim disappears from the london eye ferris wheel the two siblings must work together ted with his brain that is wired differently and impatient kat to try to solve the mystery of what happened to salim ,mystery
murder in the middle pasture,when a calf is murdered hank a wiley cowdog and head of ranch security pursues a gang of wild dogs and a clan of coyotes to find the killer ,mystery
the court of the stone children,aided by the journal of a young woman who lived in nineteenth century france nina solves a murder mystery dormant since the time of napoleon ,mystery
kitty kitty,when seventeen year old jasmine callihan is whisked off for an extended visit to venice italy at the start of her senior year she tries her best to stay out of trouble but gets caught up in trying to solve a murder mystery ,mystery
the kitnapped creature,although preoccupied with sarge's illness and other distractions jack russell finds time to investigate a case of kitnapping ,mystery
alfred hitchcock and the three investigators in the mystery of the singing serpent,the three investigators become involved in witchcraft when they try to rescue a woman from the influence of snake worshipers ,mystery
last shot,after winning a basketball reporting contest eighth graders stevie and susan carol are sent to cover the final four tournament where they discover that a talented player is being blackmailed into throwing the final game ,mystery
the secret of the forgotten city,nancy and her friends become involved in a search for lost treasure ,mystery
the secret of mirror bay.,when nancy drew and her friends go to a lake in new york to investigate reports of a woman gliding over water they discover a treasure underwater ,mystery
meg mackintosh and the case of the curious whale watch,on a whale watch meg tries to solve a puzzling case involving a stolen treasure map  the reader is asked to solve the mystery before meg using clues found in the text and illustrations ,mystery
the sands of time,despite fierce opposition from mouse supremacists and other residents of pinchester three mice team up with an old chipmunk to prove that there existed long before the time of mice a cat kingdom ,mystery
richard scarry's find your abc's.,with the help of the reader two detectives search for the letters of the alphabet ,mystery
time stops for no mouse,when linka perflinger a jaunty mouse brings a watch into hermux tantamoq's shop to be repaired and then disappears hermux is caught up in a dangerous search for eternal youth as he tries to find out what happened to linka ,mystery
mystery on the docks,ralph a short order cook rescues a kidnapped opera singer from big al and his gang of nasty rats ,mystery
encyclopedia brown saves the day,ten mysteries for ten year old encyclopedia brown his partner sally and the reader to solve  solutions are given at the back of the book ,mystery
the case of the invisible dog,the mcgurk organization's four young detectives match wits with a nine year old scientific genius to unravel the mystery of the invisible dog ,mystery
the clue in the diary,nancy uses a lost diary to exonerate an innocent prisoner ,mystery
the curse of the egyptian mummy,a group of cub scouts run into a mystery on their campout which begins with the discovery of a man dead from the bite of an asp ,mystery
