title,description,genre
Ultraviolet,"Once upon a time there was a girl who was special This is not her story Unless you count the part where I killed her Sixteen-year-old Alison has been sectioned in a mental institute for teens, having murdered the most perfect and popular girl at school  But the case is a mystery: no body has been found, and Alison's condition is proving difficult to diagnose  Alison herself can't explain what happened: one minute she was fighting with Tori -- the next she disintegrated  Into nothing  But that's impossible  Right?When Alison meets Dr Faraday, a visiting psychologist, she feels an instant connection  More, he believes her story  But there's more to Faraday than Alison can possibly imagine     and the answers he will give her are     extraordinary    ",sci-fi
Into the Still Blue,"The race to the Still Blue has reached a stalemate  Aria and Perry are determined to find this last safe haven from the Aether storms before Sable and Hess doand they are just as determined to stay together Within the confines of a cave they're using as a makeshift refuge, they struggle to reconcile their people, Dwellers and Outsiders, who are united only in their hatred of their desperate situation  Meanwhile, time is running out to rescue Cinder, who was abducted by Hess and Sable for his unique abilities  Then Roar arrives in a grief-stricken fury, endangering all with his need for revenge Out of options, Perry and Aria assemble an unlikely team for an impossible rescue mission  Cinder isn't just the key to unlocking the Still Blue and their only hope for survivalhe's also their friend  And in a dying world, the bonds between people are what matter most ",romance
River of Blue Fire,"Otherland  In many ways it is humankind's most stunning achievement: a private, multidimensional universe built over two generations by the greatest minds of the twenty-first century  But this most exclusive of places is also one of the world's best kept secrets, created and controlled by an organization made up of the world's most powerful and ruthless individuals, a private cartel known--to those who know of their existence at all--as The Grail Brotherhood  Though their purpose in creating Otherland is still a mystery, it may not remain so for long  For they have exacted a terrible price from humanity in the process, and even their highly organized global conspiracy cannot hide the nature of their crimes forever  And now a small band of adventurers has penetrated the veil of secrecy that prevents the uninitiated from entering Otherland  But having broken into the amazing worlds within worlds that make up this universe, they are trapped, unable to escape back to their own flesh-and-blood bodies in the real world  And as dangers and circumstances split their party into small, widely scattered groups, their only hope of reuniting lies in returning again and again to the River that flows--in one form or another--through all the worlds But the odds seem to be completely against them as they--and the one outsider with whom they might join forces--become hopelessly lost in realms where an Ice Age tribe's fears can only be quenched in blood   where insects are as large and deadly as dinosaurs   where they are caught in the war between a man made of straw and one made of tin   where cartoon ads take on a life of their own   where humans strive to survive in the aftermath of an alien invasion   and where one among their party is actually The Grail Brotherhood's most terrifying weapon--a sociopathic killer who has never failed and whose current mission is to make certain that not even one member of this little invasion force lives long enough to reveal the truth about Otherland to the people of Earth   ",fantasy
The Last Policeman,"Whats the point in solving murders if were all going to die soon, anyway?  Detective Hank Palace has faced this question ever since asteroid 2011GV1 hovered into view  Theres no chance left  No hope  Just six precious months until impact  The economy spirals downward while crops rot in the fields  Churches and synagogues are packed  People all over the world are walking off the jobbut not Hank Palace  Hes investigating a death by hanging in a city that sees a dozen suicides every weekexcept this one feels suspicious, and Palace is the only cop who cares  As Palaces investigation plays out under the shadow of 2011GV1, were confronted by hard questions way beyond whodunit  What basis does civilization rest upon? What is life worth? What would any of us do, what would we really do, if our days were numbered?",mystery
Player Piano,"Kurt Vonneguts first novel spins the chilling tale of engineer Paul Proteus, who must find a way to live in a world dominated by a supercomputer and run completely by machines  Pauls rebellion is vintage Vonnegutwildly funny, deadly serious, and terrifyingly close to reality Alternate cover edition here",sci-fi
Ashes of Victory,"The People's Republic of Haven made a tiny mistake when it announced the execution of Honor Harrington  It seemed safe enough  After all, they knew she was already dead  Unfortunately, they were wrong  Now Honor has escaped from the prison planet called Hell and returned to the Manticoran Alliance with a few friends  Almost half a million of them, to be precise including some who know what really happened when the Committee of Public Safety seized power in the PRH  Honor's return from the dead comes at a critical time, providing a huge, much-needed lift for the Allies' morale, for the war is rapidly entering a decisive phase  Both sides believe that victory lies within their grasp at last, but dangers no one could foresee await them both  New weapons, new strategies, new tactics, spies, diplomacy, and assassination all are coming into deadly focus, and Honor Harrington, the woman the newsies call ""the Salamander,"" once more finds herself at the heart of them all  But this time, the furnace may be too furious for even a salamander to survive ",sci-fi
The Future of Another Timeline,"1992: After a confrontation at a riot grrl concert, seventeen-year-old Beth finds herself in a car with her friend's abusive boyfriend dead in the backseat, agreeing to help her friends hide the body  This murder sets Beth and her friends on a path of escalating violence and vengeance as they realize many other young women in the world need protecting too 2022: Determined to use time travel to create a safer future, Tess has dedicated her life to visiting key moments in history and fighting for change  But rewriting the timeline isnt as simple as editing one person or event  And just when Tess believes she's found a way to make an edit that actually sticks, she encounters a group of dangerous travelers bent on stopping her at any cost Tess and Beths lives intertwine as war breaks out across the timeline--a war that threatens to destroy time travel and leave only a small group of elites with the power to shape the past, present, and future  Against the vast and intricate forces of history and humanity, is it possible for a single persons actions to echo throughout the timeline?",sci-fi
The Revenge of Seven,"The Garde have suffered an unbearable loss  Number Five has betrayed them  Eight is gone forever  Ella has been kidnapped  The others are now scattered In Chicago, John makes the unlikeliest of allies: Adam, a Mogadorian who turned his back on his people  He has invaluable information about Mog technology, battle strategies, and weaknesses  Most important, he knows where to hit them: their command base near Washington, DC  During the assault, however, John and Adam learn the unimaginable truth: it is too late  The Mogadorians have commenced their ultimate invasion plans With a front-row seat to the impending invasion, Ella finds herself in the hands of the enemy  For some reason she's more valuable to them alive, and they'll stop at nothing to turn her Meanwhile, Six, Nine, and Marina make their way through the Florida Everglades, hot on the trail of the traitorous Five  With the development of a new Legacy, Marina finally has the power to fight backif her thirst for revenge doesn't consume her first ",fantasy
Once & Future,"Ive been chased my whole life  As a fugitive refugee in the territory controlled by the tyrannical Mercer corporation, Ive always had to hide who I am  Until I found Excalibur Now Im done hiding My name is Ari Helix  I have a magic sword, a cranky wizard, and a revolution to start When Ari crash-lands on Old Earth and pulls a magic sword from its ancient resting place, she is revealed to be the newest reincarnation of King Arthur  Then she meets Merlin, who has aged backward over the centuries into a teenager, and together they must break the curse that keeps Arthur coming back  Their quest? Defeat the cruel, oppressive government and bring peace and equality to all humankind No pressure ",fantasy
Time Out of Joint," Dicks classic depiction of the disorienting disparity between the world as we think it is and the world as it actually is  The year is 1998, although Ragle Gumm doesnt know that  He thinks its 1959  He also thinks that he served in World War II, that he lives in a quiet little community, and that he really is the worlds long-standing champion of newspaper puzzle contests  It is only after a series of troubling hallucinations that he begins to suspect otherwise  And once he pursues his suspicions, he begins to see how he is the center of a universe gone terribly awry ",sci-fi
The Testing,"Keep your friends close and your enemies closer  Isnt that what they say? But how close is too close when they may be one and the same? The Seven Stages War left much of the planet a charred wasteland  The future belongs to the next generations chosen few who must rebuild it  Cia Vale is honoured to be chosen as a Testing candidate; eager to prove her worthiness as a University student and future leader of the United Commonwealth  But on the eve of her departure, her fathers advice hints at a darker side to her upcoming studies--trust no one  To survive, Cia must choose: love without truth or life without trust ",sci-fi
Star Maker," The book describes a history of life in the universe, dwarfing in scale Stapledon's previous book, Last and First Men (1930), a history of the human species over two billion years  A pervading theme is that of progressive unity within and between different civilizations  Some of the elements and themes briefly discussed prefigure later fiction concerning genetic engineering and alien life forms  Arthur C ",sci-fi
Emergency Skin,"What will become of our self-destructed planet? The answer shatters all expectations in this subversive speculation from the Hugo Awardwinning author of the Broken Earth trilogy An explorer returns to gather information from a climate-ravaged Earth that his ancestors, and others among the planets finest, fled centuries ago  The mission comes with a warning: a graveyard world awaits him  But so do those left behindhopeless and unbeautiful wastes of humanity who should have died out eons ago  After all this time, theres no telling how theyve devolved  Steel yourself, soldier  Get in  Get out  And try not to stare N  K  Each piece can be read or listened to in a single thought-provoking sitting ",sci-fi
Pivot Point,"Knowing the outcome doesn't always make a choice easier    Addison Colemans life is one big What if? As a Searcher, whenever Addie is faced with a choice, she can look into the future and see both outcomes  Its the ultimate insurance plan against disaster  Or so she thought  When Addies parents ambush her with the news of their divorce, she has to pick who she wants to live withher father, who is leaving the paranormal compound to live among the Norms, or her mother, who is staying in the life Addie has always known  Addie loves her life just as it is, so her answer should be easy  One Search six weeks into the future proves its not In one potential future, Addie is adjusting to life outside the Compound as the new girl in a Norm high school where she meets Trevor, a cute, sensitive artist who understands her  In the other path, Addie is being pursued by the hottest guy in schoolbut she never wanted to be a quarterbacks girlfriend  When Addies father is asked to consult on a murder in the Compound, shes unwittingly drawn into a dangerous game that threatens everything she holds dear  With love and loss in both lives, it all comes down to which reality shes willing to live through    and who she cant live without ",fantasy
Legion," As the story begins, Leeds and his 'aspects' are drawn into the search for the missing Balubal Razon, inventor of a camera whose astonishing properties could alter our understanding of human history and change the very structure of society""--From publisher's description",fantasy
Lagoon,"When a massive object crashes into the ocean off the coast of Lagos, Nigerias most populous and legendary city, three people wandering along Bar Beach (Adaora, the marine biologist- Anthony, the rapper famous throughout Africa- Agu, the troubled soldier) find themselves running a race against time to save the country they love and the world itself from itself  Told from multiple points of view and crisscrossing narratives, combining everything from superhero comics to Nigerian mythology to tie together a story about a city consuming itself  There was no time to flee  No time to turn  No time to shriek  And there was no pain  It was like being thrown into the stars ",sci-fi
Honor Among Thieves,"Petty criminal Zara Cole has a painful past thats made her stronger than most, which is why she chose life in New Detroit instead of moving with her family to Mars  In her eyes, living inside a dome isnt much better than a prison cell Still, when Zara commits a crime that has her running scared, jail might be exactly where shes headed  Instead Zara is recruited into the Honors, an elite team of humans selected by the Leviathana race of sentient alien shipsto explore the outer reaches of the universe as their passengers Zara seizes the chance to flee Earths dangers, but when she meets Nadim, the alien ship shes assigned, Zara starts to feel at home for the first time  But nothing could have prepared her for the dark, ominous truths that lurk behind the alluring glitter of starlight ",sci-fi
Echoes of Honor,"For eight bloody years, the Star Kingdom of Manticore and its allies have taken the war to the vastly more powerful People's Republic of Haven, and Commodore Honor Harrington has been in the forefront of that war But now Honor has fallen, captured by the Peep Navy, turned over to the forces of State Security     and executed on the interstellar network's nightly news The Manticoran Alliance is stunned and infuriated by Honor's death and grimly resolved to avenge it  Yet their military is over-extended and the People's Republic is poised to take (he offensive once more, this time with a new strategy, new weapons, a new command team, and a whole new determination to win  The war is about to enter a phase of unprecedented ferocity       and the Alliance is on the short end of the stick But even as powerful Peep fleets hurtle towards their objectives, neither they nor the Alliance are aware of events occurring on a distant, isolated, inescapable prison planet called Hell  For what no one knows, not even State Security, is that Honor Harrington is not dead  She and a handful of her people are trapped on Hell, and determined to disprove the Peep boast that no one can ever escape it  Honor Harrington is going home, and taking her people with her    even if she has to conquer Hell to do it ",sci-fi
The Dreamers,"In an isolated college town in the hills of Southern California, a freshman girl stumbles into her dorm room, falls asleepand doesnt wake up  She sleeps through the morning, into the evening  Her roommate, Mei, cannot rouse her  Neither can the paramedics who carry her away, nor the perplexed doctors at the hospital  Then a second girl falls asleep, and then another, and panic takes hold of the college and spreads to the town  As the number of cases multiplies, classes are canceled, and stores begin to run out of supplies  A quarantine is established  The National Guard is summoned  Mei, an outsider in the cliquish hierarchy of dorm life, finds herself thrust together with an eccentric, idealistic classmate  Two visiting professors try to protect their newborn baby as the once-quiet streets descend into chaos  A father succumbs to the illness, leaving his daughters to fend for themselves  And at the hospital, a new life grows within a college girl, unbeknownst to hereven as she sleeps  A psychiatrist, summoned from Los Angeles, attempts to make sense of the illness as it spreads through the town  Those infected are displaying unusual levels of brain activity, more than has ever been recorded  They are dreaming heightened dreamsbut of what?",sci-fi
Gridlinked,"Cormac is a legendary Earth Central Security agent, the James Bond of a wealthy future where ""runcibles"" (matter transmitters controlled by AIs) allow interstellar travel in an eye blink throughout the settled worlds of the Polity  He has to take the cold-turkey cure and shake his addiction to having his brain on the net Now he must do without just as he's sent to investigate the unique runcible disaster that's wiped out the entire human colony on planet Samarkand in a thirty-megaton explosion  With the runcible out, Cormac must get there by ship, but he has incurred the wrath of a vicious psychopath called Arian Pelter, who now follows him across the galaxy with a terrifying psychotic killer android in tow  And deep beneath Samarkand's surface there are buried mysteries, fiercely guarded This is fast-moving, edge-of-the-seat entertainment, and a great introduction to the work of one of the most exciting new SF talents in years ",sci-fi
Blue Remembered Earth,"  out beyond the solar system, into interstellar space and the dawn of galactic society One hundred and fifty years from now, in a world where Africa is the dominant technological and economic power, and where crime, war, disease and poverty have been banished to history, Geoffrey Akinya wants only one thing: to be left in peace, so that he can continue his studies into the elephants of the Amboseli basin  But Geoffrey's family, the vast Akinya business empire, has other plans  After the death of Eunice, Geoffrey's grandmother, erstwhile space explorer and entrepreneur, something awkward has come to light on the Moon, and Geoffrey is tasked - well, blackmailed, really - to go up there and make sure the family's name stays suitably unblemished  But little does Geoffrey realise - or anyone else in the family, for that matter - what he's about to unravel Eunice's ashes have already have been scattered in sight of Kilimanjaro  But the secrets she died with are about to come back out into the open, and they could change everything Or shatter this near-utopia into shards   ",sci-fi
The Eternity Code,"Thirteen-year-old criminal mastermind Artemis Fowl has constructed a supercomputer from stolen fairy technology  In the wrong hands it could be fatal for humans and fairies alike  But no need to worry, Artemis has a brilliant plan  He's not going to use the computer; he's just going to show it to a ruthless American businessman with Mafia connections  His bodyguard, Butler, will be with him  What could possibly go wrong   ?",fantasy
Doubleblind,"Its not easy to tread lightly wearing steel-toed boots Sirantha Jax isnt known for diplomatic finesse  As a Jumper who navigates ships through grimspace, shes used to kicking ass first and taking names latermuch later  Not exactly the obvious choice to sell the Conglomerate to the Ithtorians, a people whose opinions of humans are as hard as their exoskeletons And Ithiss-Tor council meetings arent the only place where Ambassador Jax needs to maneuver carefully  Her lover, March, is frozen in permanent kill mode, and his hair-trigger threatens to sabotage the talksnot to mention their relationship But Jax wont give up on the man or the mission  With the Outskirts beleaguered by raiders, pirates, and the flesh-eating Morgut, an alliance with Ithiss-Tor may be humanitys only hope Which has Jax wondering why a notorious troublemaker like her was given the job ",sci-fi
The Supernaturalist,"In the future, in a place called Satelite City, fourteen-year-old Cosmo Hill enters the world, unwanted by his parents  He's sent to the Clarissa Frayne Institute for Parentally Challenged Boys, Freight class  At Clarissa Frayne, the boys are put to work by the state, testing highly dangerous products  At the end of most days, they are covered with burns, bruises, and sores  Cosmo realizes that if he doesn't escape, he will die at this so-called orphanage  Or so they think",fantasy
The Truce at Bakura,"No sooner has Darth Vader's funeral pyre burned to ashes on Endor than the Alliance intercepts a call for help from a far-flung Imperial outpost  Bakura is on the edge of known space and the first to meet the Ssi-ruuk, cold-blooded reptilian invaders who, once allied with the now dead Emperor, are approaching Imperial space with only one goal: total domination  Princess Leia sees the mission as an opportunity to achieve a diplomatic victory for the Alliance  But it assumes even greater importance when a vision of Obi-Wan Kenobi appears to Luke Skywalker with the message that he must go to Bakuraor risk losing everything the Rebels have fought so desperately to achieve  Even as the Alliance arrives, the aliens have almost overcome the Bakura Imperial garrison, whose desperate commander will accept help from any quartereven Rebelagainst an insidious foe that enslaves Human minds to pilot their invincible machines of war and destruction  While marshalling the tattered Imperial forces, Luke, Han Solo, and Princess Leia must win the trust and cooperation of the Bakurans  For although Imperial Governor Nereus has granted the Rebels temporary amnesty there is the possibility of treachery among those whose first allegiance lies with the Empire  On the eve of the final explosive onslaught, Rebel and Imperial forces must finally come to terms with each otheror lose the entire galaxy to the hideous servitude promised by a victorious alien enemy ",sci-fi
Fledgling," Forced to discover what she can about her stolen former life, she must at the same time learn who wanted - and still wants - to destroy her and those she cares for and how she can save herself ",fantasy
Darwin's Radio,"Molecular biologist Kaye Lang's theory--that ancient diseases encoded in the DNA of humans can return to life--has become a chilling reality  The shocking evidence: a ""virus-hunter"" has tracked down a flu-like disease that kills expectant mothers and their offspring ",sci-fi
The Engines of God,"Two hundred years ago, humans made a stunning discovery in the far reaches of the solar system: a huge statue of an alien creature, with an inscription that defied all efforts at translation  Now, as faster-than-light drive opens the stars to exploration, humans are finding other relics of the race they call the Monument-Makers - each different, and each heartbreakingly beautiful  But except for a set of footprints on Jupiter's moon Iapetus, there is no trace of the enigmatic race that has left them behind  Then a team of scientists working on a dead world discover an ominous new image of the Monument-Makers  Somehow it all fits with other lost civilizations, and possibly with Earth's own future  And distant past  But Earth itself is on the brink of ecological disaster - there is no time to search for answers  Even to a question that may hold the key to survival for the entire human race   ",sci-fi
John Dies at the End,"STOP  You should not have touched this flyer with your bare hands  NO, don't put it down  It's too late  They're watching you  My name is David Wong  My best friend is John  Those names are fake  You might want to change yours  You may not want to know about the things you'll read on these pages, about the sauce, about Korrok, about the invasion, and the future  But it's too late  You touched the book  You're in the game  You're under the eye  The only defense is knowledge  You need to read this book, to the end  Even the part with the bratwurst  Why? You just have to trust me The important thing is this: The drug is called Soy Sauce and it gives users a window into another dimension  John and I never had the chance to say no  You still do  I'm sorry to have involved you in this, I really am  But as you read about these terrible events and the very dark epoch the world is about to enter as a result, it is crucial you keep one thing in mind:   None of this was my fault ",horror
The First Men in the Moon,"When penniless businessman Mr Bedford retreats to the Kent coast to write a play, he meets by chance the brilliant Dr Cavor, an absent-minded scientist on the brink of developing a material that blocks gravity  Cavor soon succeeds in his experiments, only to tell a stunned Bedford the invention makes possible one of the oldest dreams of humanity: a journey to the moon  With Bedford motivated by money, and Cavor by the desire for knowledge, the two embark on the expedition  But neither are prepared for what they find - a world of freezing nights, boiling days and sinister alien life, on which they may be trapped forever ",sci-fi
The Vital Abyss," A  Corey      Somewhere in the vast expanse of space, a group of prisoners lives in permanent captivity The only company they have is each other and the Belters who guard them  The only stories they know are the triumphs and crimes that brought them there  The only future they see is an empty life in an enormous room And then the man from Mars came along       A  Corey's acclaimed series ",sci-fi
This Mortal Coil,"When a lone soldier, Cole, arrives with news of Lachlan Agatta's death, all hope seems lost for Catarina  Her father was the world's leading geneticist, and humanity's best hope of beating a devastating virus  Then, hidden beneath Cole's genehacked enhancements she finds a message of hope: Lachlan created a vaccine Only she can find and decrypt it, if she can unravel the clues he left for her  The closer she gets, the more she finds herself at risk from Cartaxus, a shadowy organization with a stranglehold on the world's genetic tech  But it's too late to turn back There are three billion lives at stake, two people who can save them, and one final secret that Cat must unlock  A secret that will change everything ",sci-fi
The Bicentennial Man and Other Stories,"Andrew was one of Earth's first house robot domestic servantssmoothly designed and functional  But when Andrew started to develop special talents which exceeded the confines of his allotted positronic pathways, he abandoned his domestic duties in favour of more intellectual pursuits  As time passed, Andrew acquired knowledge, feelings and ambitions way beyond anything ever experienced by any other mechanical men  And he found himself launched on to a career which would bring him fame fortune  and danger  For a robot who wants to be human must also be prepared to die    The result is a brilliant book of first-class entertainment and mind-spinning ideas which confirm Asimov's supreme status as Grand Master of science fiction Content""Feminine Intuition"" (1969)""Waterclap"" (1970) ""That Thou Art Mindful of Him"" (1974)""Stranger in Paradise"" (1974)""The Life and Times of Multivac"" (1975)""The Winnowing"" (1976)""The Bicentennial Man"" (1976)""Marching In"" (1976) ""Old-Fashioned"" (1976)""The Tercentenary Incident"" (1976)""Birth of a Notion"" (1976)Cover Illustration: Don Dixon",sci-fi
Foreigner,The first book in C J  It is the masterwork of a truly remarkable author ,sci-fi
Diaspora,"By the end of the 30th century humanity has the capability to travel the universe, to journey beyond earth and beyond the confines of the vulnerable human frame The descendants of centuries of scientific, cultural and physical development divide into three: fleshers  true Homo sapiens; Gleisner robots  embodying human minds within machines that interact with the physical world; and polises  supercomputers teeming with intelligent software, containing the direct copies of billions of human personalities now existing only in the virtual reality of the polis  Of the discovery of an alien race and of a kink in time that means humanity  whatever form it takes  will never again be threatened by acts of God ",sci-fi
A War of Gifts," The children come from many nations, many religions; while they are being trained for war, religious conflict between them is not on the curriculum  But Dink Meeker, one of the older students, doesn't see it that way  He thinks that giving gifts isn't exactly a religious observation, and on Sinterklaas Day he tucks a present into another student's shoe This small act of rebellion sets off a battle royal between the students and the staff, but some surprising alliances form when Ender comes up against a new student, Zeck Morgan  The War over Santa Claus will force everyone to make a choice ",sci-fi
Fallen Dragon,"Deploying invulnerable twenty-fifth-century soldiers called Skins, Zantiu-Braun's corporate starships loot entire planets  But as the Skins invade bucolic Thallspring, Z-B's strategy is about to go awry, all because of: Sgt  Lawrence Newton, a dreamer whose twenty years as a Skin have destroyed his hopes and desires; Denise Ebourn, a school teacher and resistance leader whose guerrilla tactics rival those of Che Guevara and George Washington and Simon Roderick, the director who serves Z-B with a dedication that not even he himself can understand  Grimly determined to steal, or protect, a mysterious treasure, the three players engage in a private war that will explode into unimaginable quests for personal grace   or galactic domination",sci-fi
Mitosis,"Steelheart may be dead, but Epics still plague Newcago and David and the Reckoners have vowed to fight back ",fantasy
Champions of the Force,"Suspended helplessly between life and death, Luke Skywalker lies in state at the Jedi academy  But on the spirit plane, Luke fights desperately for survival, reaching out physically to the Jedi twins  At the same time, Leia is on a life-and-death mission of her own, a race against Imperial agents hoping to destroy a third Jedi child -- Leia and Han's baby Anakin -- hidden on the planet Anoth  Meanwhile, Luke's former prot g Kyp Durron has pirated the deadly Sun Crusher on an apocalyptic mission of mass destruction, convinced he is fighting for a just cause  Hunting down the rogue warrior, Han must persuade Kyp to renounce his dark crusade and regain his lost honor  To do it, Kyp must take the Sun Crusher on a suicide mission against the awesome Death Star prototype -- a battle Han knows they may be unable to win    even with Luke Skywalker at their side!",sci-fi
New York 2140,"It is 2140  The waters rose, submerging New York City  But the residents adapted and it remained the bustling, vibrant metropolis it had always been  Though changed forever Every street became a canal  Every skyscraper an island And how we too will change ",sci-fi
Valor's Choice,"In the distant future, humans and several other races have been granted membership in the Confederation - at a price  They must act as soldier/protectors of the far more civilized races who have long since turned away from war     Staff Sergeant Torin Kerr was a battle-hardened professional  So when she and those in her platoon who'd survived the last deadly encounter with the Others were yanked from a well-deserved leave for what was supposed to be ""easy"" duty as the honor guard for a diplomatic mission to the non-Confederation world of the Silsviss, she was ready for anything At first it seemed that all she'd have to contend with was bored troops getting into mischief, and breaking in the new Second Lieutenant who had been given command of her men Sure, there'd been rumors of the Others - the sworn enemies of the Confederation - being spotted in this sector of space  But there were always rumors  The key thing was to recruit the Silsviss into the Confederation before the Others either attacked or claimed this lizardlike race of warriors for their own side  And everything seemed to be going perfectly  Maybe too perfectly   ",sci-fi
The Machine Crusade,"Alternate cover edition located here   More than two decades have passed since the events chronicled in The Butlerian Jihad  The crusade against thinking robots has ground on for years, but the forces led by Serena Butler and Irbis Ginjo have made only slight gains; the human worlds grow weary of war, of the bloody, inconclusive swing from victory to defeat The fearsome cymeks, led by Agamemnon, hatch new plots to regain their lost power from Omnius--as their numbers dwindle and time begins to run out  The fighters of Ginaz, led by Jool Noret, forge themselves into an elite warrior class, a weapon against the machine-dominated worlds  Aurelius Venport and Norma Cenva are on the verge of the most important discovery in human history-a way to ""fold"" space and travel instantaneously to any place in the galaxy And on the faraway, nearly worthless planet of Arrakis, Selim Wormrider and his band of outlaws take the first steps to making themselves the feared fighters who will change the course of history: the Fremen ",sci-fi
The Luminous Dead,"A thrilling, atmospheric debut with the intensive drive of The Martian and Gravity and the creeping dread of Annihilation, in which a caver on a foreign planet finds herself on a terrifying psychological and emotional journey for survival When Gyre Price lied her way into this expedition, she thought shed be mapping mineral deposits, and that her biggest problems would be cave collapses and gear malfunctions  She also thought that the fat paycheckenough to get her off-planet and on the trail of her mothermeant shed get a skilled surface team, monitoring her suit and environment, keeping her safe  Keeping her sane Instead, she got Em Em sees nothing wrong with controlling Gyres body with drugs or withholding critical information to ensure the smooth operation of her expedition  Em knows all about Gyres falsified credentials, and has no qualms using them as a leashand a lash  And Em has secrets, too      As Gyre descends, little inconsistenciesmissing supplies, unexpected changes in the route, and, worst of all, shifts in Ems motivationsdrive her out of her depths  Lost and disoriented, Gyre finds her sense of control giving way to paranoia and anger  On her own in this mysterious, deadly place, surrounded by darkness and the unknown, Gyre must overcome more than just the dangerous terrain and the Tunneler which calls underground its home if she wants to make it out aliveshe must confront the ghosts in her own head But how come she can't shake the feeling shes being followed?",horror
Found,"Thirteen-year-old Jonah has always known that he was adopted, and he's never thought it was any big deal  Then he and a new friend, Chip, who's also adopted, begin receiving mysterious letters  The first one says, ""You are one of the missing "" The second one says, ""Beware! They're coming back to get you ""Jonah, Chip, and Jonah's sister, Katherine, are plunged into a mystery that involves the FBI, a vast smuggling operation, an airplane that appeared out of nowhere - and people who seem to appear and disappear at will  The kids discover they are caught in a battle between two opposing forces that want very different things for Jonah and Chip's lives ",sci-fi
Darth Plagueis," He had such a knowledge of the dark side that he could even keep the ones he cared about from dying  Possessing power is all he desires  Losing it is the only thing he fears  As an apprentice, he embraces the ruthless ways of the Sith  And when the time is right, he destroys his Master--but vows never to suffer the same fate      over life and death Darth Sidious: Plagueiss chosen apprentice  Under the guidance of his Master, he secretly studies the ways of the Sith, while publicly rising to power in the galactic government, first as Senator, then as Chancellor, and eventually as Emperor  But can they defy the merciless Sith tradition? Or will the desire of one to rule supreme, and the dream of the other to live forever, sow the seeds of their destruction?",sci-fi
Ice Planet Barbarians,"You'd think being abducted by aliens would be the worst thing that could happen to me  And you'd be wrong  Because now, the aliens are having ship trouble, and they've left their cargo of human women - including me - on an ice planet And the only native inhabitant I've met? He's big, horned, blue, and really, really has a thing for me   ",romance
Wayward," Nestled amidst picture-perfect mountains, the idyllic town is a modern-day Eden   except for the electrified fence and razor wire, snipers scoping everything 24/7, and the relentless surveillance tracking each word and gesture None of the residents know how they got here  They are told where to work, how to live, and who to marry  Some believe they are dead  Others think theyre trapped in an unfathomable experiment  Everyone secretly dreams of leaving, but those who dare face a terrifying surprise Ethan Burke has seen the world beyond  And what lies on the other side of the fence is a nightmare beyond anyones imagining ",sci-fi
On a Sunbeam,"Throughout the deepest reaches of space, a crew rebuilds beautiful and broken-down structures, painstakingly putting the past together  As new member Mia gets to know her team, the story flashes back to her pivotal year in boarding school, where she fell in love with a mysterious new student  Soon, though, Mia reveals her true purpose for joining their shipto track down her long-lost love ",sci-fi
Ahsoka," Finally, her story will begin to be told  But her desire to fight the evils of the Empire and protect those who need it will lead her right to Bail Organa, and the Rebel Alliance ",sci-fi
How Long 'til Black Future Month?,"In these stories, Jemisin sharply examines modern society, infusing magic into the mundane, and drawing deft parallels in the fantasy realms of her imagination  Dragons and hateful spirits haunt the flooded city of New Orleans in the aftermath of Hurricane Katrina  In a parallel universe, a utopian society watches our world, trying to learn from our mistakes  A black mother in the Jim Crow south must figure out how to save her daughter from a fey offering impossible promises  And in the Hugo award-nominated short story The City Born Great, a young street kid fights to give birth to an old metropoliss soul ",fantasy
Influx,"Physicist Jon Grady and his team have discovered a device that can reflect gravitya triumph that will revolutionize the field of physics and change the future  But instead of acclaim, Gradys lab is locked down by a covert organization known as the Bureau of Technology Control The bureaus mission: suppress the truth of sudden technological progress and prevent the social upheaval it would trigger  Because the future is already here  And its rewards are only for a select few When Grady refuses to join the BTC, hes thrown into a nightmarish high-tech prison housing other doomed rebel intellects  Now, as the only hope to usher humanity out of its artificial dark age, Grady and his fellow prisoners must try to expose the secrets of an unimaginable enemyone that wields a technological advantage half a century in the making ",sci-fi
Rama Revealed, Clarke and Gentry Lee  It is the last of three sequels to Clarke's Rendezvous with Rama by these authors  The book picks up the story immediately after the end of The Garden of Rama  The book follows the story of Nicole Wakefield and her escape from imprisonment left at the cliffhanger of the previous book ,sci-fi
The Heart Goes Last,"Stan and Charmaine are a married couple trying to stay afloat in the midst of an economic and social collapse  Job loss has forced them to live in their car, leaving them vulnerable to roving gangs  They desperately need to turn their situation around - and fast  The Positron Project in the town of Consilience seems to be the answer to their prayers  No one is unemployed and everyone gets a comfortable, clean house to live in    for six months out of the year  On alternating months, residents of Consilience must leave their homes and function as inmates in the Positron prison system  Once their month of service in the prison is completed, they can return to their ""civilian"" homes  At first, this doesn't seem like too much of a sacrifice to make in order to have a roof over one's head and food to eat  But when Charmaine becomes romantically involved with the man who lives in their house during the months when she and Stan are in the prison, a series of troubling events unfolds, putting Stan's life in danger  With each passing day, Positron looks less like a prayer answered and more like a chilling prophecy fulfilled ",sci-fi
Hard-Boiled Wonderland and the End of the World,"'A narrative particle accelerator that zooms between Wild Turkey Whiskey and Bob Dylan, unicorn skulls and voracious librarians, John Coltrane and Lord Jim  Tracking one man's descent into the Kafkaesque underworld of contemporary Tokyo, Murakami unites East and West, tragedy and farce, compassion and detachment, slang and philosophy '",fantasy
